,anakjakartaasikasik,anak jakarta asyik asyik baru
4402,tahap2nya,tahap tahapnya
4403,tahtah,tahta
4404,tahunya,tahunnya
4405,taeekk,tai
4406,taek,tai
4407,taekk,tai
4408,tahey,tai
4409,taii,tai
4410,taikk,tai
4411,taj,tai
4412,taipan2,taipan taipan
4413,takde,tak ada
4414,takadacintasepertimu,tak ada cinta sepertimu
4415,takan,tak akan
4416,takkan,tak akan
4417,takpe,tak apa
4418,taknak,tak mau
4419,taktahu,tak tau
4420,takpayah,tak usah
4421,takabburnya,takaburnya
4422,takbirallauakbar,takbir allahu akbar
4423,tajil,takjil
4424,tacut,takut
4425,takot,takut
4426,takuut,takut
4427,takut2,takut takut
4428,talâ,tala
4429,tambsh,tambah
4430,tambain,tambahkan
4431,tampakan,tampakkan
4432,tamparin,tampari
4433,tampiln,tampilan
4434,tanahekan,tanah ekan
4435,tancep,tancap
4436,tanda2,tanda tanda
4437,tandatangan,tanda tangan
4438,tandatangani,tanda tangani
4439,tanganin,tangani
4440,tanggepin,tanggapi
4441,tanggungjawab,tanggung jawab
4442,tanggung2,tanggung tanggung
4443,tangkappengunggahchatmesum,tangkap pengunggah obrolan mesum
4444,tangkapsukmawati,tangkap sukmawati
4445,tankap2,tangkap tangkap
4446,tandjung,tanjung
4447,tanjungpinang,tanjung pinang
4448,tanp,tanpa
4449,tanpacacimakidanfitnah,tanpa caci maki dan fitnah
4450,tantebinal,tante binal
4451,tantebugil,tante bugil
4452,tantegirang,tante girang
4453,tantekesepian,tante kesepian
4454,tantemontok,tante montok
4455,tantesemo,tante semok
4456,taau,tau
4457,soulmatenya,teman akrabnya
4458,t4,tempat
4459,specheslah,terdiam
4460,suwon,terima kasih
4461,t3ta,tetap
4462,t3tapjokowi2019,tetap jokowi 
4463,taif,thaif
4464,tailand,thailand
4465,takleh,tidaklah
4466,tadz,ustaz
4467,smh,ya ampun
4468,syaitu,yaitu
4469,tul,betul
4470,titipin,dititipkan
4471,tuhh,itu
4472,tukan,itukan
4473,tongseriusteuingah,jangan serius banget ah
4474,thaa,kah
4475,testcase,kasus tes
4476,trangan,lebih terang
4477,timeline,lini masa
4478,timeline2,lini masa
4479,tumpakke,menaikan
4480,tewaskan,menewaskan
4481,toong,mengintip
4482,tidurin,meniduri
4483,tindaklanjuti,menindaklanjuti
4484,torehkan,menorehkan
4485,terspektakuler,paling spektakuler
4486,thinkers,pemikir
4487,tetel,potong
4488,tsah,sah
4489,trash,sampah
4490,tetiba,setibanya
4491,tidaknya,setidaknya
4492,than,tahan
4493,teu,tau
4494,thu,tahu
4495,th,tahun
4496,tmii,taman mini indonesia indah
4497,tmhain,tambahkan
4498,thampines,tampines
4499,tnah,tanah
4500,tnh,tanah
4501,tngan,tangan
4502,tgl,tanggal
4503,tnp,tanpa
4504,tgk,tegak
4505,tgur,tegur
4506,theist,teisme
4507,tex,teks
4508,tlah,telah
4509,tivi,televisi
4510,tipinya,televisinya
4511,tmn2,teman teman
4512,tkp,tempat kejadian perkara
4513,tps,tempat pemungutan suara
4514,tka,tenaga kerja asing
4515,tkacinatakterkendali,tenaga kerja asing cina tak terkendali
4516,tki,tenaga kerja indonesia
4517,tkw,tenaga kerja wanita
4518,tngok,tengok
4519,tntg,tentang
4520,tni,tentara nasional indonesia
4521,tmmd,tentara nasional indonesia manunggal membangun desa
4522,tiori,teori
4523,trakhir,terakhir
4524,trang,terang
4525,traniaya,teraniaya
4526,tras,teras
4527,trasa,terasa
4528,trerasi,terasi
4529,trbaik,terbaik
4530,terupdate,terbaru
4531,trbuang,terbuang
4532,trbuka,terbuka
4533,terxium,tercium
4534,trhadap,terhadap
4535,trhdp,terhadap
4536,triak,teriak
4537,treak2,teriak teriak
4538,thank,terima kasih
4539,thaqeef,terima kasih
4540,trimakasih,terima kasih
4541,thankful,terima kasih banyak
4542,trjd,terjadi
4543,trjdi,terjadi
4544,trkdg,terkadang
4545,trkendali,terkendali
4546,trlebih,terlebih
4547,trlewat,terlewat
4548,trlibat,terlibat
4549,trmsuk,termasuk
4550,trsalurkan,tersalurkan
4551,trsbt,tersebut
4552,tetsesat,tersesat
4553,trsusun,tersusun
4554,ttd,tertanda
4555,ttntng,tertantang
4556,trtarik,tertarik
4557,trtentu,tertentu
4558,ttntu,tertentu
4559,tertaip,tertib
4560,tertylap,tertilap
4561,tetibaan,tertimpa
4562,ttindas,tertindas
4563,texted,tertulis
4564,trubus,terubus
4565,teruus,terus
4566,teus,terus
4567,terus2an,terus terusan
4568,truskan,teruskan
4569,truz,teruskan
4570,terurama,terutama
4571,teruta,terutama
4572,test,tes
4573,testi,testimoni
4574,testimony,testimoni
4575,tetang,tetangga
4576,teta,tetap
4577,teteepp,tetap
4578,tetapjokowi,tetap jokowi
4579,tetapjokowi2019,tetap jokowi 
4580,thai,thailand
4581,themuslim500,the muslim
4582,therichchenle,the rich chenle
4583,thestoryofgod,the story of god
4584,theorikal,theoretical
4585,tomas,thomas
4586,thomasubercup2018,thomas uber cup 
4587,tho,though
4588,ts,thread starter
4589,tiap2,tiap tiap
4590,tibatiba,tiba tiba
4591,tibe2,tiba tiba
4592,tida,tidak
4593,tidack,tidak
4594,tidah,tidak
4595,tidakbb,tidak
4596,tidk,tidak
4597,tido,tidak
4598,tikep,tidore kepulauan
4599,tigebelas,tiga belas
4600,tiga2,tiga tiga
4601,tikaudjoonbahanafm,tika udjo on bahana fm
4602,tiker,tikar
4603,tikus2,tikus tikus
4604,tililing,tiling
4605,tpf,tim pencari fakta
4606,timtim,tim tim
4607,timnasday,timnas day
4608,timorpride2018,timor periode 
4609,timteng,timur tengah
4610,tingga,tinggal
4611,tinggl,tinggal
4612,tgg,tinggi
4613,tggi,tinggi
4614,tghh,tinggi
4615,tnggi,tinggi
4616,tingkalakunya,tingkah lakunya
4617,tkatkan,tingkatan
4618,tingkatin,tingkatkan
4619,tingkatkanâ investasi,tingkatkan investasi
4620,tinjah,tinja
4621,tinto,tinta
4622,thionghoa,tionghoa
4623,tionghua,tionghoa
4624,tionghwa,tionghoa
4625,tiptop,tip top
4626,thyroid,tiroid
4627,tititsma,titit sma
4628,tititsmp,titit smp
4629,tohh,toh
4630,thok,tok
4631,toke2,tokek tokek
4632,toketgede,toket gede
4633,toketmulus,toket mulus
4634,tokosrikandi,toko srikandi
4635,toko2,toko toko
4636,tkoh,tokoh
4637,tokohmuslimberpengaruh,tokoh muslim berpengaruh
4638,tokohperubahan,tokoh perubahan
4639,tokoh2,tokoh tokoh
4640,tokyoghoul,tokyo ghoul
4641,tolakcukaiilegal,tolak cukai ilegal
4642,tolakdap,tolak dewan adat papua
4643,tolakpakatan,tolak pakatan
4644,tolakpemimpinkafir,tolak pemimpin kafir
4645,tolakperppuantiislam,tolak peraturan pemerintah pengganti undang undang anti islam
4646,tolakperppuotoriter,tolak peraturan pemerintah pengganti undang undang otoriter
4647,tolakperprestka,tolak peraturan presiden tenaga kerja asing
4648,tulgung,tolong
4649,tomy,tommy
4650,tomohoninternationalflowerfestival,tomohon international flower festival
4651,topup,top up
4652,toel2in,towel towel
4653,tppilampung,tppi lampung
4654,tppisumbar,tppi sumbar
4655,trans7sahursegerr9,trans sahur segar
4656,tranksaksi,transaksi
4657,transaksipolitik,transaksi politik
4658,transakdional,transaksional
4659,tf,transfer
4660,transpuan,transgender perempuan
4661,transpâ,transparan
4662,troma,trauma
4663,trend,tren
4664,trendnya,trennya
4665,triliyun,triliun
4666,trilliun,triliun
4667,trilyun,triliun
4668,triliyunan,triliunan
4669,trilyunan,triliunan
4670,trumpâ,trump
4671,trumph,trump
4672,tue,tua
4673,tgb,tuan guru bajang
4674,tgbpemimpinumat,tuan guru bajang pemimpin umat
4675,tgbpresiden2019,tuan guru bajang presiden 
4676,tgbuntukindonesia,tuan guru bajang untuk indonesia
4677,tgbforindonesia2019,tuan guru bajang untuk indonesia 
4678,tgbuntukindonesia2019,tuan guru bajang untuk indonesia 
4679,tgbzainulmajdi2019,tuan guru bajang zainul majdi 
4680,tuangurucabul,tuan guru cabul
4681,tuan2,tuan tuan
4682,tuamu,tuanmu
4683,tuduhannmu,tuduhanmu
4684,tugas2,tugas tugas
4685,tujuan2,tujuan tujuan
4686,tkng,tukang
4687,tukag,tukang
4688,tuker,tukar
4689,tolah,tulah
4690,tulalitt,tulalit
4691,tulang2,tulang tulang
4692,tili,tuli
4693,tulisan2,tulisan tulisan
4694,tulis2in,tuliskan
4695,tumbangkn,tumbangkan
4696,tumbangkanjokowi,tumbangkan jokowi
4697,tumbangkanjokowiradikal,tumbangkan jokowi radikal
4698,tuney,tunai
4699,tumbur,tunas
4700,thr,tunjangan hari raya
4701,tunjukin,tunjukan
4702,tunjukkan,tunjukan
4703,tunjukilah,tunjukanlah
4704,tuntuna,tuntunan
4705,trunkn,turunkan
4706,tipiwan,tvone
4707,thaad,ustaz
4708,tertanya,yang ditanyai
4709,thy,your
4710,tvshow,acara televisi
4711,uwu,ai
4712,uwuwuww,ai
4713,uyghur,ai
4714,uyhgur,ai
4715,weekend,akhir pekan
4716,uing,aku
4717,weird,aneh
4718,uanjing,anjing
4719,wasuu,anjing
4720,what,apa
4721,whatever,apapun
4722,zhong,apes
4723,zonk,apes
4724,usep,asep
4725,ulamak,astaga
4726,yok,ayo
4727,yuh,ayo
4728,yukk,ayo
4729,yukp,ayo
4730,yuks,ayo
4731,yut,ayo
4732,yuuk,ayo
4733,yuknabung,ayo menabung
4734,yukngaji,ayo mengaji
4735,yukpromosikanasiangames18,ayo promosikan asian games 
4736,wazhab,azab
4737,vau,bau
4738,urg,belum
4739,varokah,berkah
4740,twitteran,bermain twitter
4741,usual,biasanya
4742,umyun,buta
4743,with,dengan
4744,vilage,desa
4745,wantimpres,dewan pertimbangan presiden
4746,two,dua
4747,twice,dua kali
4748,twoshoot,dua tembakan
4749,uenak,enak
4750,yummy,enak
4751,wave,gelombang
4752,zhengting,genting
4753,wahahahaha,haha
4754,whahahaahaha,haha
4755,whuahahahah,haha
4756,wei,hai
4757,weii,hai
4758,wishnya,harapannya
4759,wey,he
4760,weyh,he
4761,yahut,hebat
4762,zz,hem
4763,yey,hore
4764,yeyy,hore
4765,ujan,hujan
4766,ujan2,hujan hujanan
4767,ummi,ibu
4768,wanna,ingin
4769,wasatiyatislam,islam moderat
4770,wife,istri
4771,tuu,itu
4772,yaap,iya
4773,yaapss,iya
4774,yao,iya
4775,yaoi,iya
4776,yee,iya
4777,yeh,iya
4778,yeho,iya
4779,yelah,iya
4780,yes,iya
4781,yeshh,iya
4782,yoj,iya
4783,yoo,iya
4784,yooa,iya
4785,yuhu,iya
4786,yuhuu,iya
4787,yui,iya
4788,yegak,iya atau tidak
4789,yebin,iya biarkan
4790,yadong,iya dong
4791,yy,iya iya
4792,yakan,iyakan
4793,yekan,iyakan
4794,yeeuh,jijik
4795,yeu,jijik
4796,yeuh,jijik
4797,yeuhh,jijik
4798,yuta,juta
4799,unnie,kakak perempuan
4800,wechooserahmah,kami pilih rahmah
4801,ur,kamu
4802,you,kamu
4803,youu,kamu
4804,wag,kekasih
4805,weaknessnya,kelemahannya
4806,why,kenapa
4807,wareg,kenyang
4808,volunteerism,kesukarelaan
4809,unfairness,ketidakadilan
4810,while,ketika
4811,typingnya,ketikannya
4812,victim,korban
4813,ucink,kucing
4814,voucher,kupon
4815,turtle,kura kura
4816,walter,laki laki
4817,vs,lawan
4818,turah,lebih
4819,weru,lihat
4820,warbiasak,luar biasa
4821,warrbisah,luar biasa
4822,wengi,malam
4823,wear,memakai
4824,videoin,memvideo
4825,win,menang
4826,typing,mengetik
4827,ungguli,mengungguli
4828,visit,mengunjungi
4829,untungkan,menguntungkan
4830,watching,menonton
4831,tutupi,menutupi
4832,tutupin,menutupi
4833,undeestimate,menyepelekan
4834,underestimate,menyepelekan
4835,waspadai,mewaspadai
4836,wawancarain,mewawancarai
4837,wasatiyah,moderat
4838,wasatiyat,moderat
4839,watasiyat,moderat
4840,zonkey,monyet
4841,winters,musim dingin
4842,uname,nama pengguna
4843,unem,nama pengguna
4844,username,nama pengguna
4845,usher,nama pengguna
4846,unamenya,nama penggunanya
4847,yawa,nyawa
4848,ui,oi
4849,uwoy,oi
4850,wo,oi
4851,woe,oi
4852,woey,oi
4853,woii,oi
4854,wooii,oi
4855,wooui,oi
4856,wooy,oi
4857,wooyy,oi
4858,woy,oi
4859,woyy,oi
4860,uke,oke
4861,villager,orang desa
4862,wonge,orangnya
4863,utak,otak
4864,uteknya,otaknya
4865,vadjadjaran,padjadjaran
4866,wahala,pahala
4867,uncle,paman
4868,vasti,pasti
4869,waiters,pelayan
4870,updaters,pembaru
4871,update,pembaruan
4872,updateannya,pembaruan
4873,ultrasnya,pendukung fanatiknya
4874,walpri,pengawal pribadi
4875,user,pengguna
4876,usage,penggunaan
4877,upgrade,peningkatan
4878,witch,penyihir
4879,wor,perang
4880,twitwor,perang twit
4881,walkout,pergi
4882,vn,pesan suara
4883,utangan,pinjaman
4884,wowo,prabowo
4885,wowok,prabowo
4886,updating,proses pembaruan
4887,udelnya,pusarnya
4888,wiig,rambut palsu
4889,umoh,rumah
4890,wrong,salah
4891,typo,salah ketik
4892,very,sangat
4893,woles,santai
4894,zapi,sapi
4895,ukhti,saudari
4896,ukhti2,saudari saudari
4897,wilujeng,selamat
4898,umpetin,sembunyikan
4899,tyap,setiap
4900,voice,suara
4901,ud,sudah
4902,udaah,sudah
4903,udab,sudah
4904,ude01,sudah
4905,udeeh,sudah
4906,udehh,sudah
4907,wes,sudah
4908,wess,sudah
4909,wis,sudah
4910,ws,sudah
4911,wisan,sudahan
4912,udahlah,sudahlah
4913,weslah,sudahlah
4914,walaahh,sumpah
4915,zuzu,susu
4916,usyriyah,syriyah
4917,turtable,tabel kebenaran
4918,year,tahun
4919,without,tanpa
4920,tv,televisi
4921,tvri,televisi republik indonesia
4922,venue,tempat
4923,ty,terima kasih
4924,ujug2,tiba tiba
4925,ujuk2,tiba tiba
4926,ujungujung,tiba tiba
4927,tydac,tidak
4928,tydak,tidak
4929,useless,tidak berguna
4930,unbranded,tidak bermerek
4931,unpub,tidak dipublikasikan
4932,unskilled,tidak terampil
4933,tyo,tio
4934,type,tipe
4935,typekal,tipikal
4936,typical,tipikal
4937,urani,tirani
4938,tytyd,titit
4939,wc,toilet
4940,tuwek,tua
4941,wait,tunggu
4942,turret,turet
4943,turkey,turki
4944,turnament,turnamen
4945,turo,turonggo
4946,turun2,turun turun
4947,tweet2,tweet tweet
4948,twee,twit
4949,tweeps,twit
4950,tweet,twit
4951,tweetdsap,twit
4952,tweets,twit
4953,twet,twit
4954,twip,twit
4955,twips,twit
4956,twit,twit
4957,twitt,twit
4958,twiy,twit
4959,twt,twit
4960,tweetnya,twitnya
4961,twatter,twitter
4962,tweeter,twitter
4963,twiter,twitter
4964,tyasmirasih,tyas mirasih
4965,uangkita,uang kita
4966,ucpn,ucapan
4967,ucapakan,ucapkan
4968,uddin,udin
4969,ugal2an,ugal ugalan
4970,ugh,uh
4971,unch,uh
4972,ush,uh
4973,uuhh,uh
4974,uunncchh,uh
4975,uhuww,uhuy
4976,woo,uhuy
4977,woohoo,uhuy
4978,ujin,ujian
4979,uas,ujian akhir semester
4980,umptn,ujian masuk perguruan tinggi nasional
4981,un,ujian nasional
4982,unbk,ujian nasional berbasis komputer
4983,uts,ujian tengah semester
4984,ujung2,ujung ujung
4985,ujung2nya,ujung ujungnya
4986,ukwah,ukhuwah
4987,ulakkarang,ulak karang
4988,ulamaâ,ulama
4989,ulamað,ulama
4990,ulama2an,ulama bohongan
4991,ulama2,ulama ulama
4992,ulangtahun,ulang tahun
4993,ulangtaun,ulang tahun
4994,ultah,ulang tahun
4995,ulang2,ulang ulang
4996,ulasanya,ulasannya
4997,ultrakanan,ultra kanan
4998,uv,ultra violet
4999,umaraâ,umara
5000,umaro,umara
5001,umaroh,umara
5002,umatbersamasaksi,umat bersama saksi
5003,ummatnha,umatnya
5004,umroh,umrah
5005,umur2,umur umur
5006,undang2,undang undang
5007,uu,undang undang
5008,uud,undang undang dasar
5009,uud45,undang undang dasar 
5010,unfol,unfollow
5011,unfoll,unfollow
5012,upfoll,unfollow
5013,upload,unggah
5014,ungkit2,ungkit ungkit
5015,uae,uni emirat arab
5016,unisoviet,uni soviet
5017,url,uniform resource locator
5018,uk,united kingdom
5019,usa,united state of america
5020,univ,universitas
5021,universiti,universitas
5022,university,universitas
5023,universityâ,universitas
5024,ub,universitas brawijaya
5025,uin,universitas islam negeri
5026,unkris,universitas kristen
5027,unm,universitas negeri malang
5028,unpad,universitas negeri padjadjaran
5029,unnes,universitas negeri semarang
5030,untan,universitas tanjungpura
5031,untar,universitas tarumanegara
5032,universiti2,universitas universitas
5033,unt,untuk
5034,untuak,untuk
5035,unutk,untuk
5036,utuk,untuk
5037,untrakyat,untuk rakyat
5038,untung2an,untung untungan
5039,uupa,upah
5040,umr,upah minimum regional
5041,upone,upon
5042,upss,ups
5043,urusn,urusan
5044,urusin,uruskan
5045,ukm,usaha kecil menengah
5046,umkm,usaha mikro kecil dan menengah
5047,usirchina,usir cina
5048,usirdubesmyanmar,usir kedutaan besar myanmar
5049,usluf,uslub
5050,ustmani,usmani
5051,uss,ussr
5052,ust,ustaz
5053,ustadz,ustaz
5054,ustd,ustaz
5055,ust2,ustaz ustaz
5056,ustad2,ustaz ustaz
5057,ustadz2,ustaz ustaz
5058,ustd2,ustaz ustaz
5059,uthman,utsman
5060,utusanmalaysia,utusan malaysia
5061,utusanonline,utusan online
5062,udzur,uzur
5063,valik,valak
5064,validnya,validitasnya
5065,verif,verifikasi
5066,ver,versi
5067,vii,vi
5068,vid,video
5069,videobokep,video bokep
5070,vidkep,video bokep
5071,videobokepgrat,video bokep gratis
5072,vc,video call
5073,vcs,video call sex
5074,vclip,video klip
5075,videomesum,video mesum
5076,videongentot,video ngentot
5077,vikinganjing,viking anjing
5078,villa,vila
5079,vincesius,vincentius
5080,vinyl,vinil
5081,virakan,viralkan
5082,viralin,viralkan
5083,visualnya,visualisasinya
5084,viv4jokowi,viva jokowi
5085,vivov9,vivo
5086,vivov9grandlaunch,vivo
5087,vocal,vokal
5088,waba,wabah
5089,wadaauuww,waduh
5090,wadaw,waduh
5091,wadidaw,waduh
5092,waduuh,waduh
5093,wala,waduh
5094,wllh,waduh
5095,wlo,waduh
5096,waah,wah
5097,wahh,wah
5098,wal,wah
5099,wehh,wah
5100,woh,wah
5101,wohh,wah
5102,yua,wah
5103,wagelaseh,wah gila sih
5104,waaini,wah ini
5105,waini,wah ini
5106,wainna,wah ini
5107,wahbrot,wah saudara
5108,wagakbener,wah tidak benar
5109,wahabrer,wah tidak benar
5110,wah2,wah wah
5111,wahhabi,wahabi
5112,wahabism,wahabisme
5113,wajae,wajahnya
5114,wajahâ,wajahnya
5115,wajahx,wajahnya
5116,wjar,wajar
5117,wajar2,wajar wajar
5118,wajarla,wajarlah
5119,wamil,wajib militer
5120,waji,wajik
5121,wagub,wakil gubernur
5122,wagubku,wakil gubernurku
5123,wagubnya,wakil gubernurnya
5124,waketum,wakil ketua umum
5125,wapres,wakil presiden
5126,wapresnya,wakil presidennya
5127,wapresnye,wakil presidennya
5128,wib,waktu indonesia bagian barat
5129,wayahe,waktunya
5130,walaipun,walaupun
5131,walaupon,walaupun
5132,walupun,walaupun
5133,walikota,wali kota
5134,walkot,wali kota
5135,walikotanya,wali kotanya
5136,walisongo,wali songo
5137,wanita2,wanita wanita
5138,waqiâ,waqiah
5139,wn,warga negara
5140,wna,warga negara asing
5141,wni,warga negara indonesia
5142,wargapribumiasli,warga pribumi asli
5143,warisanâ,warisannya
5144,wartawan2,wartawan wartawan
5145,wrung,warung
5146,warnet,warung internet
5147,warteg,warung tegal
5148,warung2,warung warung
5149,wasite,wasitnya
5150,waspadapki,waspada partai komunis indonesia
5151,waspadailah,waspadalah
5152,waspadanya,waspadalah padanya
5153,wslm,wassalam
5154,wassalammualaikum,wassalammualaykum
5155,watrpad,wattpad
5156,wawancaraeksklusif,wawancara eksklisif
5157,wgl,we get love
5158,wibu,weeaboo
5159,wenangan,wejangan
5160,wel,well
5161,wtf,what the fuck
5162,wassapnya,whatsappnya
5163,wefie,wifi
5164,wil,wilayah
5165,wilyah,wilayah
5166,wilayah2,wilayah wilayah
5167,wne,wine
5168,wirosableng,wiro sableng
5169,wisatakaltim,wisata kalimantan timur
5170,waakaakaak,wkwk
5171,wakaka,wkwk
5172,wakakak,wkwk
5173,wakakaka,wkwk
5174,wakakakak,wkwk
5175,wakakakaka,wkwk
5176,wakakakakakak,wkwk
5177,wakakkakkak,wkwk
5178,wakaq,wkwk
5179,wakwaww,wkwk
5180,wek,wkwk
5181,wekawekaweka,wkwk
5182,wekekkeke,wkwk
5183,wjdjiqksks,wkwk
5184,wk,wkwk
5185,wkaakakak,wkwk
5186,wkakak,wkwk
5187,wkakakakaka,wkwk
5188,wkejwkkw,wkwk
5189,wkk,wkwk
5190,wkkw,wkwk
5191,wkkwkk,wkwk
5192,wkkwkw,wkwk
5193,wkkwkwkw,wkwk
5194,wkkwkwkwkw,wkwk
5195,wkkww,wkwk
5196,wks,wkwk
5197,wksk,wkwk
5198,wkw,wkwk
5199,wkwkk,wkwk
5200,wkwkkw,wkwk
5201,wkwkkwk,wkwk
5202,wkwkkwkw,wkwk
5203,wkwkkwkwkw,wkwk
5204,wkwkkwkwkwkwkq,wkwk
5205,wkwks,wkwk
5206,wkwkw,wkwk
5207,wkwkwjjwjw,wkwk
5208,wkwkwk,wkwk
5209,wkwkwkakak,wkwk
5210,wkwkwkk,wkwk
5211,wkwkwkkwkw,wkwk
5212,wkwkwkkwkwkwwk,wkwk
5213,wkwkwkw,wkwk
5214,wkwkwkwkk,wkwk
5215,wkwkwkwkkw,wkwk
5216,wkwkwkwkw,wkwk
5217,wkwkwkwkwk,wkwk
5218,wkwkwkwkwkk,wkwk
5219,wkwkwkwkwkkw,wkwk
5220,wkwkwkwkwkkwkwkw,wkwk
5221,wkwkwkwkwkw,wkwk
5222,wkwkwkwkwkwkk,wkwk
5223,wkwkwkwkwkwkwk,wkwk
5224,wkwkwkwkwkwkwkwk,wkwk
5225,wkwkwkwkwkwkwkwkkwkwkwkwkwkwkwkkw,wkwk
5226,wkwkwkwkwkwkwkwkwkwkwk,wkwk
5227,wkwkwkwkwwkwkwkwkwkwkwk,wkwk
5228,wkwkwkwwkkwkwkwkwk,wkwk
5229,wkwkwkwwkwk,wkwk
5230,wkwkwwk,wkwk
5231,wkwwk,wkwk
5232,wqwq,wkwk
5233,wqwqwq,wkwk
5234,wqwqwqwq,wkwk
5235,wuakkakaa,wkwk
5236,wwkkw,wkwk
5237,wwkwkwkw,wkwk
5238,wwsn,wkwk
5239,wonderfulindonesia,woderful indonesia
5240,worldcup2018,world cup 
5241,waaw,wow
5242,waow,wow
5243,waw,wow
5244,wew,wow
5245,widih,wow
5246,woow,wow
5247,woww,wow
5248,wuah,wow
5249,wusstt,wow
5250,wournos,wuornos
5251,winwen,xinwen
5252,yab,ya
5253,yað,ya
5254,yha,ya
5255,yaah,ya
5256,yaakk,ya
5257,yahh,ya
5258,yas,ya
5259,yeah,ya
5260,yuups,ya
5261,yaallah,ya allah
5262,yaallahh,ya allah
5263,yaolo,ya allah
5264,yasalam,ya allah
5265,yassalam,ya allah
5266,yawlah,ya allah
5267,yaamfun,ya ampun
5268,yaampun,ya ampun
5269,yampun,ya ampun
5270,yagimanasih,ya bagaimana sih
5271,yagitu,ya begitu
5272,yai,ya iyalah
5273,yaila,ya iyalah
5274,yailaah,ya iyalah
5275,yailah,ya iyalah
5276,yaiyalah,ya iyalah
5277,yakali,ya kali
5278,yra,ya rabbal alamin
5279,yauda,ya sudah
5280,yawdah,ya sudah
5281,yowis,ya sudah
5282,yaudahlah,ya sudahlah
5283,yanga,ya tidak
5284,yaola,ya tidak
5285,yalord,ya tuhan
5286,yaaelaa,yaelah
5287,yaaelah,yaelah
5288,yaelahh,yaelah
5289,yahodi,yahudi
5290,yahudii,yahudi
5291,yahudilik,yahudi
5292,yakini,yaitu
5293,yakiin,yakin
5294,yakiinn,yakin
5295,yabg,yang
5296,yanag,yang
5297,yangg,yang
5298,yant,yang
5299,yynng,yang
5300,zhang,yang
5301,yangbagus,yang bagus
5302,ybhg,yang berbahagia
5303,ybs,yang bersangkutan
5304,yll,yang lain lain
5305,yme,yang maha esa
